SV_delta,ambig_trial,confidence
0.3790154354993138,1.0,3.0
-1.0485212578803058,1.0,-4.0
-0.13165127506377994,1.0,-3.0
-1.646012342992537,0.0,-4.0
-1.930793247040015,0.0,-4.0
0.8888944293842065,0.0,4.0
-0.6652040767102043,0.0,-3.0
0.14292714645888926,0.0,3.0
-1.855165114831308,0.0,-1.0
-0.1185094983432271,0.0,-3.0
-1.6644769371034613,0.0,-4.0
-0.4835797183419064,0.0,
-1.855165114831308,0.0,-4.0
-1.3167266932840067,0.0,-4.0
-1.2326451393879374,1.0,-4.0
0.41899617117870225,0.0,3.0
-1.4111713596355213,0.0,-4.0
-0.6652040767102043,0.0,-4.0
-1.1168213523967727,0.0,-4.0
-0.5435311125846947,0.0,-3.0
0.682675622456967,1.0,3.0
0.14292714645888926,0.0,3.0
2.4429929354786175,0.0,3.0
-1.1096512914023076,0.0,-4.0
-0.9740085882424845,1.0,-4.0
1.0881411084189123,0.0,4.0
-1.3759676013388613,0.0,-4.0
-0.01434012198893031,0.0,-4.0
1.2521431461208024,0.0,
0.682675622456967,1.0,3.0
-1.1549007533441784,0.0,-4.0
-1.1686883384354099,1.0,-4.0
1.0674509762838826,1.0,3.0
-1.5190382213174858,0.0,-4.0
2.4429929354786175,0.0,4.0
0.8673677922938867,1.0,3.0
-1.5190382213174858,0.0,-4.0
-0.13165127506377994,1.0,-3.0
0.5443815956781979,1.0,3.0
-1.1549007533441784,0.0,-4.0
-0.2587383575615336,1.0,-3.0
-1.6644769371034613,0.0,-4.0
-0.5548256457011538,0.0,-4.0
0.7235282692053224,1.0,3.0
-0.8932865294681778,1.0,-4.0
-1.1168213523967727,0.0,-4.0
0.8888944293842065,0.0,4.0
-0.01434012198893031,0.0,-3.0
-0.37604951063638326,1.0,-4.0
-0.8187738598303564,0.0,-4.0
0.5443815956781979,1.0,3.0
-1.0485212578803058,1.0,-4.0
-1.4111713596355213,0.0,-4.0
2.9878660105835113,0.0,4.0
1.2521431461208024,0.0,4.0
-1.1686883384354099,1.0,-4.0
-1.3759676013388613,0.0,-4.0
1.0881411084189123,0.0,4.0
-0.1185094983432271,0.0,-4.0
-0.4835797183419064,0.0,-4.0
-0.2587383575615336,1.0,-4.0
-0.8932865294681778,1.0,-4.0
-1.2916821864210397,1.0,-4.0
-1.3167266932840067,0.0,-4.0
-0.5548256457011538,0.0,-4.0
-0.37604951063638326,1.0,-4.0
-0.9740085882424845,1.0,-4.0
-1.2916821864210397,1.0,-4.0
-0.8187738598303564,0.0,-4.0
0.7235282692053224,1.0,4.0
0.8673677922938867,1.0,4.0
-1.2326451393879374,1.0,-4.0
-1.1096512914023076,0.0,-4.0
0.41899617117870225,0.0,4.0
1.0674509762838826,1.0,4.0
2.9878660105835113,0.0,4.0
-1.930793247040015,0.0,-4.0
-1.646012342992537,0.0,-4.0
